id;authid;authname;surname;affilname;affiliation_city;affiliation_country;title;review;text;citedby_count;author_count;keywords;year;subjects_area;nref;review2
20;57320905200;Park S.;Park;National Chengchi University;Taipei;Taiwan;Systematic differences in online reviews of hotel services between business and leisure travelers;Journal of Vacation Marketing;To understand whether the purpose of travel affects differences in the evaluation of hotel services, we analyzed online reviews for 768 hotels in New York City. The results show that leisure travelers are predisposed to leaving online reviews with higher ratings and positive emotions than those posted by business travelers, while the latter's review ratings are more widely dispersed, indicating greater inconsistency in their evaluations of hotel services. Based on our empirical evidence about systematic differences in online reviews of hotel services between business and leisure travelers, we can provide the hospitality industry with meaningful business implications.;0;3;Content analysis | hotel service | online review | service rating | text mining;2023;Tourism, Leisure and Hospitality Management;61;Journal of Vacation Marketing
21;55627975900;Çallı L.;Çallı;Sakarya Üniversitesi;Serdivan;Turkey;Exploring mobile banking adoption and service quality features through user-generated content: the application of a topic modeling approach to Google Play Store reviews;International Journal of Bank Marketing;Purpose: The primary purpose of this research is to analyze the online user reviews, where real customer experiences can be observed, with text mining and machine learning approaches, which are seen as a gap in the related literature. This study aims to compare the latent themes uncovered by the topic modeling approach with studies focused on both mobile banking (m-banking) adaptation and service quality features, suggest new aspects and examine the effect of latent topics on customer satisfaction. Design/methodology/approach: This study analyzed 21,526 reviews posted by customers of private and state banks operating in Türkiye. An unsupervised machine learning method, Latent Dirichlet algorithm (LDA), was conducted to reveal topics, and the distribution of all reviews was visualized with the t-SNE algorithm. Random Forest, logistic regression, k-nearest neighbors (kNN) and Naive Bayes algorithms were utilized to predict user satisfaction through the given score. Findings: In total, 11 topics were revealed by considering user reviews based on their experience. Among these topics, perceived usefulness and convenience and time-saving are much more important in the scoring given to m-banking apps. Furthermore, in more detail, seven topics have been identified related to technical and security problems related to m-banking apps. Originality/value: This paper is a pioneer study regarding the method used and sample size reached in the m-banking literature. The findings also provide fresh insight into the post-Covid-19 era, both academically and practically, by providing new features for mobile bank adoption.;3;1;Latent Dirichlet allocation algorithm | Machine learning | Mobile banking | Service quality | Technology adoption | Text mining;2023;Marketing;73;International Journal of Bank Marketing
22;56645738600;Son Y.;Son;Dongguk University, Seoul;Seoul;South Korea;Development of methodology for classification of user experience (UX) in online customer review;Journal of Retailing and Consumer Services;In e-commerce, customer feedback has become an essential source of insight into a product or service's user experience (UX). The study of UX helps to integrate customers' potential needs into the product's design. Because customer reviews in e-commerce are not structured and categorized, it is necessary to analyze UX based on customer opinions systematically. This study tries to structure UX in a product's positive/negative context through a neural network-based self-organizing map (SOM). As a result of analyzing 10,482 reviews on wireless earbuds in BestBuy, an electronic product e-commerce platform, it was confirmed that it is a suitable method for categorizing user experiences between reviews and deriving important factors. In particular, the difference in core UX elements by positive/negative context of the product was verified based on the star rating. The results of this study are expected to contribute to product improvement and business improvement that reflect customer needs by companies or designers who design products for end-users.;6;2;Online reviews | Self-organizing map | Text mining | User experience;2023;Marketing;83;Journal of Retailing and Consumer Services
22;56517258500;Kim W.;Kim;Dongduk Women's University;Seoul;South Korea;Development of methodology for classification of user experience (UX) in online customer review;Journal of Retailing and Consumer Services;In e-commerce, customer feedback has become an essential source of insight into a product or service's user experience (UX). The study of UX helps to integrate customers' potential needs into the product's design. Because customer reviews in e-commerce are not structured and categorized, it is necessary to analyze UX based on customer opinions systematically. This study tries to structure UX in a product's positive/negative context through a neural network-based self-organizing map (SOM). As a result of analyzing 10,482 reviews on wireless earbuds in BestBuy, an electronic product e-commerce platform, it was confirmed that it is a suitable method for categorizing user experiences between reviews and deriving important factors. In particular, the difference in core UX elements by positive/negative context of the product was verified based on the star rating. The results of this study are expected to contribute to product improvement and business improvement that reflect customer needs by companies or designers who design products for end-users.;6;2;Online reviews | Self-organizing map | Text mining | User experience;2023;Marketing;83;Journal of Retailing and Consumer Services
23;55123240900;Herhausen D.;Herhausen;NA;NA;NA;Complaint De-Escalation Strategies on Social Media;Journal of Marketing;To date, the literature offers multiple suggestions for how to recover from service failures, albeit without explicitly addressing customers’ negative, high-arousal states evoked by the failure. The few studies that do address ways to improve negative emotions after failures focus on face-to-face interactions only. Because many customers today prefer to complain on social media, firms must learn how to effectively de-escalate negative, high-arousal emotions through text-based exchanges to achieve successful service recoveries. With three field studies using natural language processing tools and three preregistered controlled experiments, the current research identifies ways to mitigate negative arousal in text-based social media complaining, specifically, active listening and empathy. In detail, increasing active listening and empathy in the firm response evokes gratitude among customers in high-arousal states, even if the actual failure is not (yet) recovered. These findings provide a new theoretical perspective on the role of customer arousal in service failures and recoveries as well as managerially relevant implications for dealing with public social media complaints.;4;6;de-escalation | digital service recovery | negative arousal | social media complaints;2023;Business and International Management | Marketing;70;Journal of Marketing
23;56412016700;Grewal L.;Grewal;NA;NA;NA;Complaint De-Escalation Strategies on Social Media;Journal of Marketing;To date, the literature offers multiple suggestions for how to recover from service failures, albeit without explicitly addressing customers’ negative, high-arousal states evoked by the failure. The few studies that do address ways to improve negative emotions after failures focus on face-to-face interactions only. Because many customers today prefer to complain on social media, firms must learn how to effectively de-escalate negative, high-arousal emotions through text-based exchanges to achieve successful service recoveries. With three field studies using natural language processing tools and three preregistered controlled experiments, the current research identifies ways to mitigate negative arousal in text-based social media complaining, specifically, active listening and empathy. In detail, increasing active listening and empathy in the firm response evokes gratitude among customers in high-arousal states, even if the actual failure is not (yet) recovered. These findings provide a new theoretical perspective on the role of customer arousal in service failures and recoveries as well as managerially relevant implications for dealing with public social media complaints.;4;6;de-escalation | digital service recovery | negative arousal | social media complaints;2023;Business and International Management | Marketing;70;Journal of Marketing
23;57210998242;Cummings K.H.;Cummings;NA;NA;NA;Complaint De-Escalation Strategies on Social Media;Journal of Marketing;To date, the literature offers multiple suggestions for how to recover from service failures, albeit without explicitly addressing customers’ negative, high-arousal states evoked by the failure. The few studies that do address ways to improve negative emotions after failures focus on face-to-face interactions only. Because many customers today prefer to complain on social media, firms must learn how to effectively de-escalate negative, high-arousal emotions through text-based exchanges to achieve successful service recoveries. With three field studies using natural language processing tools and three preregistered controlled experiments, the current research identifies ways to mitigate negative arousal in text-based social media complaining, specifically, active listening and empathy. In detail, increasing active listening and empathy in the firm response evokes gratitude among customers in high-arousal states, even if the actual failure is not (yet) recovered. These findings provide a new theoretical perspective on the role of customer arousal in service failures and recoveries as well as managerially relevant implications for dealing with public social media complaints.;4;6;de-escalation | digital service recovery | negative arousal | social media complaints;2023;Business and International Management | Marketing;70;Journal of Marketing
23;6603318513;Roggeveen A.L.;Roggeveen;NA;NA;NA;Complaint De-Escalation Strategies on Social Media;Journal of Marketing;To date, the literature offers multiple suggestions for how to recover from service failures, albeit without explicitly addressing customers’ negative, high-arousal states evoked by the failure. The few studies that do address ways to improve negative emotions after failures focus on face-to-face interactions only. Because many customers today prefer to complain on social media, firms must learn how to effectively de-escalate negative, high-arousal emotions through text-based exchanges to achieve successful service recoveries. With three field studies using natural language processing tools and three preregistered controlled experiments, the current research identifies ways to mitigate negative arousal in text-based social media complaining, specifically, active listening and empathy. In detail, increasing active listening and empathy in the firm response evokes gratitude among customers in high-arousal states, even if the actual failure is not (yet) recovered. These findings provide a new theoretical perspective on the role of customer arousal in service failures and recoveries as well as managerially relevant implications for dealing with public social media complaints.;4;6;de-escalation | digital service recovery | negative arousal | social media complaints;2023;Business and International Management | Marketing;70;Journal of Marketing
23;56233503500;Villarroel Ordenes F.;Villarroel Ordenes;NA;NA;NA;Complaint De-Escalation Strategies on Social Media;Journal of Marketing;To date, the literature offers multiple suggestions for how to recover from service failures, albeit without explicitly addressing customers’ negative, high-arousal states evoked by the failure. The few studies that do address ways to improve negative emotions after failures focus on face-to-face interactions only. Because many customers today prefer to complain on social media, firms must learn how to effectively de-escalate negative, high-arousal emotions through text-based exchanges to achieve successful service recoveries. With three field studies using natural language processing tools and three preregistered controlled experiments, the current research identifies ways to mitigate negative arousal in text-based social media complaining, specifically, active listening and empathy. In detail, increasing active listening and empathy in the firm response evokes gratitude among customers in high-arousal states, even if the actual failure is not (yet) recovered. These findings provide a new theoretical perspective on the role of customer arousal in service failures and recoveries as well as managerially relevant implications for dealing with public social media complaints.;4;6;de-escalation | digital service recovery | negative arousal | social media complaints;2023;Business and International Management | Marketing;70;Journal of Marketing
23;7004324968;Grewal D.;Grewal;NA;NA;NA;Complaint De-Escalation Strategies on Social Media;Journal of Marketing;To date, the literature offers multiple suggestions for how to recover from service failures, albeit without explicitly addressing customers’ negative, high-arousal states evoked by the failure. The few studies that do address ways to improve negative emotions after failures focus on face-to-face interactions only. Because many customers today prefer to complain on social media, firms must learn how to effectively de-escalate negative, high-arousal emotions through text-based exchanges to achieve successful service recoveries. With three field studies using natural language processing tools and three preregistered controlled experiments, the current research identifies ways to mitigate negative arousal in text-based social media complaining, specifically, active listening and empathy. In detail, increasing active listening and empathy in the firm response evokes gratitude among customers in high-arousal states, even if the actual failure is not (yet) recovered. These findings provide a new theoretical perspective on the role of customer arousal in service failures and recoveries as well as managerially relevant implications for dealing with public social media complaints.;4;6;de-escalation | digital service recovery | negative arousal | social media complaints;2023;Business and International Management | Marketing;70;Journal of Marketing
24;57279681800;Park J.;Park;Yonsei University;Seoul;South Korea;Text mining-based four-step framework for smart speaker product improvement and sales planning;Journal of Retailing and Consumer Services;The smart speaker market, which is considered an early-stage market, is expected to grow rapidly as smart speakers become a part of daily life. Consequently, manufacturers are trying to dominate the market. To achieve this, they must analyze users' reactions to their products and find insights for product improvement through comparison with competitors. We propose a four-step methodological framework for identifying meaningful opinions from a large number of online user reviews. First, network analysis is conducted to compare differences between brands. Next, through topic modeling, the attributes of speakers that users consider the most crucial are extracted for each brand. Third, sentiment analysis is conducted to examine how users' emotional polarities differ for each attribute. Through this, product improvement and product sales plans can be derived. Finally, in order to clarify the strengths and weaknesses of each brand, brand positioning is conducted and user opinions that have changed along with the evolution of the speaker's generation are analyzed. Our study identified the factors that positively or negatively affect the experience of smart speaker users. In addition, the proposed method is highly useful because it can be used to derive insights from a large amount of user opinion data regardless of the search term.;4;3;Brand positioning | Decision support | Online review | Sales planning | Smart speaker | Text analysis;2023;Marketing;91;Journal of Retailing and Consumer Services
24;57226635736;Yang D.;Yang;Yonsei University;Seoul;South Korea;Text mining-based four-step framework for smart speaker product improvement and sales planning;Journal of Retailing and Consumer Services;The smart speaker market, which is considered an early-stage market, is expected to grow rapidly as smart speakers become a part of daily life. Consequently, manufacturers are trying to dominate the market. To achieve this, they must analyze users' reactions to their products and find insights for product improvement through comparison with competitors. We propose a four-step methodological framework for identifying meaningful opinions from a large number of online user reviews. First, network analysis is conducted to compare differences between brands. Next, through topic modeling, the attributes of speakers that users consider the most crucial are extracted for each brand. Third, sentiment analysis is conducted to examine how users' emotional polarities differ for each attribute. Through this, product improvement and product sales plans can be derived. Finally, in order to clarify the strengths and weaknesses of each brand, brand positioning is conducted and user opinions that have changed along with the evolution of the speaker's generation are analyzed. Our study identified the factors that positively or negatively affect the experience of smart speaker users. In addition, the proposed method is highly useful because it can be used to derive insights from a large amount of user opinion data regardless of the search term.;4;3;Brand positioning | Decision support | Online review | Sales planning | Smart speaker | Text analysis;2023;Marketing;91;Journal of Retailing and Consumer Services
24;57214326551;Kim H.Y.;Kim;Yonsei University;Seoul;South Korea;Text mining-based four-step framework for smart speaker product improvement and sales planning;Journal of Retailing and Consumer Services;The smart speaker market, which is considered an early-stage market, is expected to grow rapidly as smart speakers become a part of daily life. Consequently, manufacturers are trying to dominate the market. To achieve this, they must analyze users' reactions to their products and find insights for product improvement through comparison with competitors. We propose a four-step methodological framework for identifying meaningful opinions from a large number of online user reviews. First, network analysis is conducted to compare differences between brands. Next, through topic modeling, the attributes of speakers that users consider the most crucial are extracted for each brand. Third, sentiment analysis is conducted to examine how users' emotional polarities differ for each attribute. Through this, product improvement and product sales plans can be derived. Finally, in order to clarify the strengths and weaknesses of each brand, brand positioning is conducted and user opinions that have changed along with the evolution of the speaker's generation are analyzed. Our study identified the factors that positively or negatively affect the experience of smart speaker users. In addition, the proposed method is highly useful because it can be used to derive insights from a large amount of user opinion data regardless of the search term.;4;3;Brand positioning | Decision support | Online review | Sales planning | Smart speaker | Text analysis;2023;Marketing;91;Journal of Retailing and Consumer Services
25;57204358704;Hartmann J.;Hartmann;Rijksuniversiteit Groningen;Groningen;Netherlands;More than a Feeling: Accuracy and Application of Sentiment Analysis;International Journal of Research in Marketing;Sentiment is fundamental to human communication. Countless marketing applications mine opinions from social media communication, news articles, customer feedback, or corporate communication. Various sentiment analysis methods are available and new ones have recently been proposed. Lexicons can relate individual words and expressions to sentiment scores. In contrast, machine learning methods are more complex to interpret, but promise higher accuracy, i.e., fewer false classifications. We propose an empirical framework and quantify these trade-offs for different types of research questions, data characteristics, and analytical resources to enable informed method decisions contingent on the application context. Based on a meta-analysis of 272 datasets and 12 million sentiment-labeled text documents, we find that the recently proposed transfer learning models indeed perform best, but can perform worse than popular leaderboard benchmarks suggest. We quantify the accuracy-interpretability trade-off, showing that, compared to widely established lexicons, transfer learning models on average classify more than 20 percentage points more documents correctly. To form realistic performance expectations, additional context variables, most importantly the desired number of sentiment classes and the text length, should be taken into account. We provide a pre-trained sentiment analysis model (called SiEBERT) with open-source scripts that can be applied as easily as an off-the-shelf lexicon.;19;4;Deep Contextual Language Models | Machine Learning | Meta-Analysis | Natural Language Processing | Sentiment Analysis | Text Mining | Transfer Learning;2023;Marketing;48;International Journal of Research in Marketing
25;57204343264;Heitmann M.;Heitmann;Universität Hamburg;Hamburg;Germany;More than a Feeling: Accuracy and Application of Sentiment Analysis;International Journal of Research in Marketing;Sentiment is fundamental to human communication. Countless marketing applications mine opinions from social media communication, news articles, customer feedback, or corporate communication. Various sentiment analysis methods are available and new ones have recently been proposed. Lexicons can relate individual words and expressions to sentiment scores. In contrast, machine learning methods are more complex to interpret, but promise higher accuracy, i.e., fewer false classifications. We propose an empirical framework and quantify these trade-offs for different types of research questions, data characteristics, and analytical resources to enable informed method decisions contingent on the application context. Based on a meta-analysis of 272 datasets and 12 million sentiment-labeled text documents, we find that the recently proposed transfer learning models indeed perform best, but can perform worse than popular leaderboard benchmarks suggest. We quantify the accuracy-interpretability trade-off, showing that, compared to widely established lexicons, transfer learning models on average classify more than 20 percentage points more documents correctly. To form realistic performance expectations, additional context variables, most importantly the desired number of sentiment classes and the text length, should be taken into account. We provide a pre-trained sentiment analysis model (called SiEBERT) with open-source scripts that can be applied as easily as an off-the-shelf lexicon.;19;4;Deep Contextual Language Models | Machine Learning | Meta-Analysis | Natural Language Processing | Sentiment Analysis | Text Mining | Transfer Learning;2023;Marketing;48;International Journal of Research in Marketing
25;57225139917;Siebert C.;Siebert;Universität Hamburg;Hamburg;Germany;More than a Feeling: Accuracy and Application of Sentiment Analysis;International Journal of Research in Marketing;Sentiment is fundamental to human communication. Countless marketing applications mine opinions from social media communication, news articles, customer feedback, or corporate communication. Various sentiment analysis methods are available and new ones have recently been proposed. Lexicons can relate individual words and expressions to sentiment scores. In contrast, machine learning methods are more complex to interpret, but promise higher accuracy, i.e., fewer false classifications. We propose an empirical framework and quantify these trade-offs for different types of research questions, data characteristics, and analytical resources to enable informed method decisions contingent on the application context. Based on a meta-analysis of 272 datasets and 12 million sentiment-labeled text documents, we find that the recently proposed transfer learning models indeed perform best, but can perform worse than popular leaderboard benchmarks suggest. We quantify the accuracy-interpretability trade-off, showing that, compared to widely established lexicons, transfer learning models on average classify more than 20 percentage points more documents correctly. To form realistic performance expectations, additional context variables, most importantly the desired number of sentiment classes and the text length, should be taken into account. We provide a pre-trained sentiment analysis model (called SiEBERT) with open-source scripts that can be applied as easily as an off-the-shelf lexicon.;19;4;Deep Contextual Language Models | Machine Learning | Meta-Analysis | Natural Language Processing | Sentiment Analysis | Text Mining | Transfer Learning;2023;Marketing;48;International Journal of Research in Marketing
25;57204351367;Schamp C.;Schamp;Wirtschaftsuniversität Wien;Vienna;Austria;More than a Feeling: Accuracy and Application of Sentiment Analysis;International Journal of Research in Marketing;Sentiment is fundamental to human communication. Countless marketing applications mine opinions from social media communication, news articles, customer feedback, or corporate communication. Various sentiment analysis methods are available and new ones have recently been proposed. Lexicons can relate individual words and expressions to sentiment scores. In contrast, machine learning methods are more complex to interpret, but promise higher accuracy, i.e., fewer false classifications. We propose an empirical framework and quantify these trade-offs for different types of research questions, data characteristics, and analytical resources to enable informed method decisions contingent on the application context. Based on a meta-analysis of 272 datasets and 12 million sentiment-labeled text documents, we find that the recently proposed transfer learning models indeed perform best, but can perform worse than popular leaderboard benchmarks suggest. We quantify the accuracy-interpretability trade-off, showing that, compared to widely established lexicons, transfer learning models on average classify more than 20 percentage points more documents correctly. To form realistic performance expectations, additional context variables, most importantly the desired number of sentiment classes and the text length, should be taken into account. We provide a pre-trained sentiment analysis model (called SiEBERT) with open-source scripts that can be applied as easily as an off-the-shelf lexicon.;19;4;Deep Contextual Language Models | Machine Learning | Meta-Analysis | Natural Language Processing | Sentiment Analysis | Text Mining | Transfer Learning;2023;Marketing;48;International Journal of Research in Marketing
26;57737802800;Roelen-Blasberg T.;Roelen-Blasberg;MARA;Mannheim;Germany;Automated inference of product attributes and their importance from user-generated content: Can we replace traditional market research?;International Journal of Research in Marketing;User-generated content, particularly online product reviews by customers, provide marketers with rich data of customer evaluations of product attributes. This study proposes, benchmarks, and validates a new approach for inferring attribute-level evaluations from user-generated content. Moreover, little is known about whether and when insights from product reviews gained in such a way are consistent with traditional research methods, such as conjoint analysis and satisfaction driver analysis. To provide first insights into this question, the authors apply their approach to a dataset with almost one million product reviews from 52 product categories and run conjoint and satisfaction driver analyses for these categories. Results indicate that the consistency between methods largely varies across product categories. Initial exploratory analyses suggest that consistency might be higher for categories characterized by low experience qualities, high hedonic value, and high customer willingness to post online reviews—but further work will be necessary to validate these findings.;0;3;Conjoint analysis | Involvement | Marketing research automation | Natural language processing | Satisfaction driver analysis | User-generated content;2023;Marketing;72;International Journal of Research in Marketing
26;56487393800;Habel J.;Habel;C. T. Bauer College of Business;Houston;United States;Automated inference of product attributes and their importance from user-generated content: Can we replace traditional market research?;International Journal of Research in Marketing;User-generated content, particularly online product reviews by customers, provide marketers with rich data of customer evaluations of product attributes. This study proposes, benchmarks, and validates a new approach for inferring attribute-level evaluations from user-generated content. Moreover, little is known about whether and when insights from product reviews gained in such a way are consistent with traditional research methods, such as conjoint analysis and satisfaction driver analysis. To provide first insights into this question, the authors apply their approach to a dataset with almost one million product reviews from 52 product categories and run conjoint and satisfaction driver analyses for these categories. Results indicate that the consistency between methods largely varies across product categories. Initial exploratory analyses suggest that consistency might be higher for categories characterized by low experience qualities, high hedonic value, and high customer willingness to post online reviews—but further work will be necessary to validate these findings.;0;3;Conjoint analysis | Involvement | Marketing research automation | Natural language processing | Satisfaction driver analysis | User-generated content;2023;Marketing;72;International Journal of Research in Marketing
26;20436212800;Klarmann M.;Klarmann;Karlsruher Institut für Technologie;Karlsruhe;Germany;Automated inference of product attributes and their importance from user-generated content: Can we replace traditional market research?;International Journal of Research in Marketing;User-generated content, particularly online product reviews by customers, provide marketers with rich data of customer evaluations of product attributes. This study proposes, benchmarks, and validates a new approach for inferring attribute-level evaluations from user-generated content. Moreover, little is known about whether and when insights from product reviews gained in such a way are consistent with traditional research methods, such as conjoint analysis and satisfaction driver analysis. To provide first insights into this question, the authors apply their approach to a dataset with almost one million product reviews from 52 product categories and run conjoint and satisfaction driver analyses for these categories. Results indicate that the consistency between methods largely varies across product categories. Initial exploratory analyses suggest that consistency might be higher for categories characterized by low experience qualities, high hedonic value, and high customer willingness to post online reviews—but further work will be necessary to validate these findings.;0;3;Conjoint analysis | Involvement | Marketing research automation | Natural language processing | Satisfaction driver analysis | User-generated content;2023;Marketing;72;International Journal of Research in Marketing
27;57204667922;Carlson K.;Carlson;Dartmouth College;Hanover;United States;Complementing human effort in online reviews: A deep learning approach to automatic content generation and review synthesis;International Journal of Research in Marketing;Online product reviews are ubiquitous and helpful sources of information available to consumers for making purchase decisions. Consumers rely on both the quantitative aspects of reviews such as valence and volume as well as textual descriptions to learn about product quality and fit. In this paper we show how new achievements in natural language processing can provide an important assist for different kinds of review-related writing tasks. Working in the interesting context of wine reviews, we demonstrate that machines are capable of performing the critical marketing task of writing expert reviews directly from a fairly small amount of product attribute data (metadata). We conduct a kind of “Turing Test” to evaluate human response to our machine-written reviews and show strong support for the assertion that machines can write reviews that are indistinguishable from those written by experts. Rather than replacing the human review writer, we envision a workflow wherein machines take the metadata as inputs and generate a human readable review as a first draft of the review and thereby assist an expert reviewer in writing their review. We next modify and apply our machine-writing technology to show how machines can be used to write a synthesis of a set of product reviews. For this last application we work in the context of beer reviews (for which there is a large set of available reviews for each of a large number of products) and produce machine-written review syntheses that do a good job – measured again through human evaluation – of capturing the ideas expressed in the reviews of any given beer. For each of these applications, we adapt the Transformer neural net architecture. The work herein is broadly applicable in marketing, particularly in the context of online reviews. We close with suggestions for additional applications of our model and approach as well as other directions for future research.;4;5;Artificial intelligence | Automation | Deep learning | Machine learning | Online reviews | Review synthesis | Wine reviews;2023;Marketing;71;International Journal of Research in Marketing
27;6602301208;Kopalle P.K.;Kopalle;Tuck School of Business at Dartmouth;Hanover;United States;Complementing human effort in online reviews: A deep learning approach to automatic content generation and review synthesis;International Journal of Research in Marketing;Online product reviews are ubiquitous and helpful sources of information available to consumers for making purchase decisions. Consumers rely on both the quantitative aspects of reviews such as valence and volume as well as textual descriptions to learn about product quality and fit. In this paper we show how new achievements in natural language processing can provide an important assist for different kinds of review-related writing tasks. Working in the interesting context of wine reviews, we demonstrate that machines are capable of performing the critical marketing task of writing expert reviews directly from a fairly small amount of product attribute data (metadata). We conduct a kind of “Turing Test” to evaluate human response to our machine-written reviews and show strong support for the assertion that machines can write reviews that are indistinguishable from those written by experts. Rather than replacing the human review writer, we envision a workflow wherein machines take the metadata as inputs and generate a human readable review as a first draft of the review and thereby assist an expert reviewer in writing their review. We next modify and apply our machine-writing technology to show how machines can be used to write a synthesis of a set of product reviews. For this last application we work in the context of beer reviews (for which there is a large set of available reviews for each of a large number of products) and produce machine-written review syntheses that do a good job – measured again through human evaluation – of capturing the ideas expressed in the reviews of any given beer. For each of these applications, we adapt the Transformer neural net architecture. The work herein is broadly applicable in marketing, particularly in the context of online reviews. We close with suggestions for additional applications of our model and approach as well as other directions for future research.;4;5;Artificial intelligence | Automation | Deep learning | Machine learning | Online reviews | Review synthesis | Wine reviews;2023;Marketing;71;International Journal of Research in Marketing
27;57188815646;Riddell A.;Riddell;Luddy School of Informatics, Computing, and Engineering;Bloomington;United States;Complementing human effort in online reviews: A deep learning approach to automatic content generation and review synthesis;International Journal of Research in Marketing;Online product reviews are ubiquitous and helpful sources of information available to consumers for making purchase decisions. Consumers rely on both the quantitative aspects of reviews such as valence and volume as well as textual descriptions to learn about product quality and fit. In this paper we show how new achievements in natural language processing can provide an important assist for different kinds of review-related writing tasks. Working in the interesting context of wine reviews, we demonstrate that machines are capable of performing the critical marketing task of writing expert reviews directly from a fairly small amount of product attribute data (metadata). We conduct a kind of “Turing Test” to evaluate human response to our machine-written reviews and show strong support for the assertion that machines can write reviews that are indistinguishable from those written by experts. Rather than replacing the human review writer, we envision a workflow wherein machines take the metadata as inputs and generate a human readable review as a first draft of the review and thereby assist an expert reviewer in writing their review. We next modify and apply our machine-writing technology to show how machines can be used to write a synthesis of a set of product reviews. For this last application we work in the context of beer reviews (for which there is a large set of available reviews for each of a large number of products) and produce machine-written review syntheses that do a good job – measured again through human evaluation – of capturing the ideas expressed in the reviews of any given beer. For each of these applications, we adapt the Transformer neural net architecture. The work herein is broadly applicable in marketing, particularly in the context of online reviews. We close with suggestions for additional applications of our model and approach as well as other directions for future research.;4;5;Artificial intelligence | Automation | Deep learning | Machine learning | Online reviews | Review synthesis | Wine reviews;2023;Marketing;71;International Journal of Research in Marketing
27;6603901581;Rockmore D.;Rockmore;Santa Fe Institute;Santa Fe;United States;Complementing human effort in online reviews: A deep learning approach to automatic content generation and review synthesis;International Journal of Research in Marketing;Online product reviews are ubiquitous and helpful sources of information available to consumers for making purchase decisions. Consumers rely on both the quantitative aspects of reviews such as valence and volume as well as textual descriptions to learn about product quality and fit. In this paper we show how new achievements in natural language processing can provide an important assist for different kinds of review-related writing tasks. Working in the interesting context of wine reviews, we demonstrate that machines are capable of performing the critical marketing task of writing expert reviews directly from a fairly small amount of product attribute data (metadata). We conduct a kind of “Turing Test” to evaluate human response to our machine-written reviews and show strong support for the assertion that machines can write reviews that are indistinguishable from those written by experts. Rather than replacing the human review writer, we envision a workflow wherein machines take the metadata as inputs and generate a human readable review as a first draft of the review and thereby assist an expert reviewer in writing their review. We next modify and apply our machine-writing technology to show how machines can be used to write a synthesis of a set of product reviews. For this last application we work in the context of beer reviews (for which there is a large set of available reviews for each of a large number of products) and produce machine-written review syntheses that do a good job – measured again through human evaluation – of capturing the ideas expressed in the reviews of any given beer. For each of these applications, we adapt the Transformer neural net architecture. The work herein is broadly applicable in marketing, particularly in the context of online reviews. We close with suggestions for additional applications of our model and approach as well as other directions for future research.;4;5;Artificial intelligence | Automation | Deep learning | Machine learning | Online reviews | Review synthesis | Wine reviews;2023;Marketing;71;International Journal of Research in Marketing
27;57216528238;Vana P.;Vana;Tuck School of Business at Dartmouth;Hanover;United States;Complementing human effort in online reviews: A deep learning approach to automatic content generation and review synthesis;International Journal of Research in Marketing;Online product reviews are ubiquitous and helpful sources of information available to consumers for making purchase decisions. Consumers rely on both the quantitative aspects of reviews such as valence and volume as well as textual descriptions to learn about product quality and fit. In this paper we show how new achievements in natural language processing can provide an important assist for different kinds of review-related writing tasks. Working in the interesting context of wine reviews, we demonstrate that machines are capable of performing the critical marketing task of writing expert reviews directly from a fairly small amount of product attribute data (metadata). We conduct a kind of “Turing Test” to evaluate human response to our machine-written reviews and show strong support for the assertion that machines can write reviews that are indistinguishable from those written by experts. Rather than replacing the human review writer, we envision a workflow wherein machines take the metadata as inputs and generate a human readable review as a first draft of the review and thereby assist an expert reviewer in writing their review. We next modify and apply our machine-writing technology to show how machines can be used to write a synthesis of a set of product reviews. For this last application we work in the context of beer reviews (for which there is a large set of available reviews for each of a large number of products) and produce machine-written review syntheses that do a good job – measured again through human evaluation – of capturing the ideas expressed in the reviews of any given beer. For each of these applications, we adapt the Transformer neural net architecture. The work herein is broadly applicable in marketing, particularly in the context of online reviews. We close with suggestions for additional applications of our model and approach as well as other directions for future research.;4;5;Artificial intelligence | Automation | Deep learning | Machine learning | Online reviews | Review synthesis | Wine reviews;2023;Marketing;71;International Journal of Research in Marketing
28;17344402700;Ranfagni S.;Ranfagni;Università degli Studi di Firenze;Florence;Italy;An online research approach for a dual perspective analysis of brand associations in art museums;International Review on Public and Nonprofit Marketing;The paper develops a research approach that combines digital ethnography with text mining to explore consumers’ perception of a brand and the degree of alignment between brand identity and image. In particular, the paper investigates the alignment between the art museum’s brand identity and the brand image emerging from visitors’ narratives of their experience. The study adopts a mixed methodology based on netnography and text mining techniques. The analysis concerns an art museum’s brand, with the case of the “Opera del Duomo Museum” in Florence. The methodological approach enables a combined investigation of user-generated content in online communities and the company’s online brand communication, contributing to identifying branding actions that can be taken to increase the brand alignment. It also enables the measurement of the degree of alignment between museums and visitors among common brand themes. Specific indicators of alignment are provided. A key point is the replicability of the model in other contexts of analysis in which the content produced by consumers in online contexts are relevant and readily available, such as fashion or food.;0;3;Art museum | Brand identity | Brand image | Digital ethnography | Text mining | User-generated content;2023;Economics and Econometrics | Marketing;69;International Review on Public and Nonprofit Marketing
